,x,y,num,connection
0,0,0,24,"[(16, 21), (15, 14), (19, 19), (5, 4), (7, 6), (11, 10), (5, 17), (14, 13), (6, 17), (6, 26), (24, 1), (14, 2), (6, 8), (10, 12), (6, 3), (11, 3), (12, 5), (7, 11), (12, 1), (7, 7), (26, 6), (4, 10), (14, 7), (12, 10)]"
1,0,1,25,"[(14, 12), (5, 32), (17, 4), (26, 15), (6, 8), (5, 8), (8, 20), (7, 27), (1, 22), (13, 24), (6, 7), (1, 1), (7, 3), (13, 14), (7, 8), (10, 13), (2, 4), (5, 28), (7, 0), (13, 4), (22, 23), (15, 4), (9, 0), (13, 19), (17, 12)]"
2,0,2,19,"[(8, 0), (5, 4), (8, 7), (13, 6), (10, 0), (0, 14), (14, 17), (11, 9), (5, 22), (15, 5), (4, 1), (14, 6), (14, 24), (13, 8), (1, 12), (5, 9), (6, 0), (19, 10), (4, 10)]"
3,0,3,18,"[(21, 4), (15, 5), (6, 18), (1, 18), (12, 9), (1, 15), (4, 6), (10, 15), (5, 1), (4, 10), (3, 5), (11, 13), (9, 9), (7, 18), (26, 13), (9, 8), (2, 13), (5, 3)]"
4,0,4,24,"[(6, 16), (10, 19), (7, 7), (17, 14), (9, 12), (31, 12), (5, 15), (15, 16), (5, 17), (10, 16), (5, 1), (2, 15), (7, 6), (18, 1), (7, 11), (22, 4), (1, 3), (13, 17), (4, 16), (16, 3), (12, 13), (11, 4), (15, 19), (1, 20)]"
5,0,5,44,"[(7, 12), (3, 4), (9, 4), (3, 0), (14, 16), (14, 19), (3, 14), (7, 17), (7, 9), (3, 28), (26, 40), (1, 27), (15, 12), (11, 22), (6, 22), (0, 15), (4, 3), (17, 14), (5, 3), (2, 8), (9, 5), (12, 3), (21, 21), (11, 8), (10, 19), (27, 24), (8, 7), (22, 0), (9, 8), (3, 12), (5, 12), (8, 18), (24, 1), (8, 15), (1, 2), (10, 18), (9, 0), (10, 1), (10, 21), (3, 25), (10, 0), (13, 14), (15, 11), (3, 8)]"
6,0,6,21,"[(6, 0), (3, 9), (6, 6), (6, 11), (0, 14), (4, 8), (11, 1), (6, 7), (4, 12), (1, 3), (17, 0), (3, 10), (23, 5), (16, 14), (12, 9), (16, 2), (0, 17), (4, 17), (12, 4), (1, 19), (15, 6)]"
7,0,7,19,"[(7, 8), (10, 0), (15, 0), (12, 6), (1, 11), (12, 0), (17, 13), (17, 14), (3, 15), (6, 14), (10, 23), (15, 2), (16, 15), (23, 11), (6, 1), (3, 3), (24, 16), (11, 9), (6, 3)]"
8,0,8,20,"[(12, 11), (1, 23), (10, 13), (21, 19), (10, 9), (13, 19), (12, 19), (12, 16), (6, 19), (12, 15), (26, 10), (12, 10), (12, 1), (9, 8), (8, 2), (4, 7), (5, 10), (15, 11), (5, 22), (5, 6)]"
9,0,9,43,"[(8, 17), (9, 19), (12, 10), (16, 1), (5, 16), (1, 10), (3, 20), (9, 9), (14, 17), (7, 6), (5, 17), (14, 8), (11, 23), (20, 27), (6, 25), (7, 1), (10, 11), (21, 17), (3, 14), (3, 8), (7, 10), (5, 4), (10, 3), (6, 0), (12, 3), (4, 19), (9, 4), (25, 27), (12, 19), (6, 39), (15, 13), (1, 7), (4, 14), (8, 16), (3, 11), (23, 7), (11, 7), (0, 22), (7, 30), (15, 10), (15, 11), (3, 12), (9, 8)]"
10,0,10,20,"[(17, 2), (4, 22), (14, 5), (4, 6), (21, 1), (19, 14), (7, 15), (2, 20), (7, 4), (14, 18), (14, 6), (12, 28), (14, 13), (21, 10), (2, 11), (17, 7), (5, 30), (0, 13), (5, 21), (14, 21)]"
11,0,11,40,"[(10, 13), (11, 7), (15, 8), (17, 10), (4, 4), (5, 20), (2, 13), (12, 0), (3, 34), (6, 27), (8, 13), (16, 0), (2, 23), (3, 19), (11, 16), (5, 24), (3, 24), (9, 21), (3, 12), (11, 14), (9, 15), (7, 15), (13, 21), (3, 14), (2, 5), (11, 10), (3, 23), (15, 5), (9, 10), (21, 15), (5, 3), (15, 11), (10, 11), (6, 19), (19, 18), (4, 15), (17, 22), (0, 16), (0, 15), (18, 10)]"
12,0,12,25,"[(13, 17), (3, 10), (0, 22), (6, 17), (5, 22), (11, 17), (14, 9), (4, 5), (3, 5), (17, 9), (2, 0), (14, 19), (1, 0), (23, 24), (14, 12), (6, 9), (3, 13), (6, 18), (13, 16), (23, 15), (7, 35), (2, 25), (13, 0), (3, 12), (3, 2)]"
13,0,13,24,"[(0, 10), (1, 24), (6, 13), (0, 24), (11, 17), (18, 21), (16, 15), (7, 12), (5, 29), (16, 10), (13, 19), (4, 26), (8, 19), (14, 9), (8, 5), (22, 14), (12, 12), (8, 30), (10, 23), (4, 25), (3, 14), (2, 12), (4, 5), (12, 29)]"
14,0,14,20,"[(0, 2), (0, 6), (10, 19), (9, 30), (6, 14), (5, 8), (12, 10), (8, 27), (0, 16), (11, 21), (17, 10), (6, 16), (10, 18), (6, 18), (10, 22), (38, 43), (6, 21), (4, 23), (11, 14), (6, 4)]"
