,x,y,num,connection
0,0,0,27,"[(8, 16), (3, 22), (2, 2), (16, 11), (13, 5), (9, 40), (3, 29), (8, 21), (0, 24), (9, 2), (6, 16), (16, 5), (19, 4), (16, 10), (11, 10), (4, 16), (1, 13), (0, 7), (31, 20), (13, 11), (19, 6), (2, 13), (7, 5), (3, 20), (12, 6), (5, 6), (1, 18)]"
1,0,1,37,"[(5, 19), (5, 20), (21, 6), (5, 13), (2, 23), (5, 10), (14, 7), (0, 15), (10, 19), (3, 40), (28, 30), (11, 6), (8, 12), (10, 1), (11, 15), (3, 1), (37, 33), (2, 28), (4, 4), (2, 31), (13, 3), (25, 1), (6, 5), (34, 46), (4, 7), (11, 21), (3, 16), (12, 19), (13, 11), (13, 12), (28, 25), (4, 5), (13, 7), (11, 0), (5, 2), (1, 8), (8, 23)]"
2,0,2,51,"[(5, 11), (29, 16), (3, 7), (21, 6), (12, 3), (14, 7), (8, 26), (5, 14), (15, 14), (10, 1), (18, 8), (39, 3), (8, 29), (1, 9), (4, 13), (17, 29), (3, 12), (7, 35), (25, 12), (16, 12), (18, 24), (5, 8), (18, 17), (26, 9), (0, 23), (0, 19), (19, 25), (2, 26), (13, 9), (11, 19), (2, 24), (4, 15), (5, 12), (13, 3), (8, 15), (3, 2), (12, 8), (20, 6), (17, 60), (5, 7), (0, 3), (27, 22), (39, 14), (14, 9), (10, 21), (8, 27), (9, 8), (42, 6), (0, 17), (22, 13), (8, 5)]"
3,0,3,19,"[(0, 2), (1, 9), (9, 26), (3, 3), (12, 4), (6, 2), (6, 5), (14, 15), (2, 15), (7, 20), (3, 17), (19, 4), (15, 9), (30, 11), (15, 3), (19, 10), (10, 6), (15, 12), (13, 6)]"
4,0,4,22,"[(2, 14), (37, 42), (13, 24), (17, 18), (16, 25), (19, 9), (5, 17), (18, 3), (11, 20), (28, 1), (13, 6), (14, 28), (1, 9), (1, 21), (12, 5), (0, 17), (15, 24), (6, 20), (17, 16), (25, 27), (17, 5), (24, 0)]"
5,0,5,19,"[(13, 6), (1, 24), (13, 2), (0, 25), (35, 3), (12, 3), (2, 7), (1, 12), (1, 2), (4, 5), (6, 19), (0, 7), (11, 17), (18, 13), (38, 39), (8, 7), (0, 12), (2, 3), (22, 13)]"
6,0,6,18,"[(6, 9), (9, 14), (1, 19), (33, 4), (17, 6), (18, 24), (14, 13), (29, 1), (17, 7), (31, 14), (9, 38), (23, 16), (4, 1), (2, 22), (20, 3), (21, 5), (23, 31), (27, 26)]"
7,0,7,43,"[(0, 0), (0, 5), (19, 24), (7, 35), (0, 11), (13, 34), (8, 13), (8, 1), (5, 13), (6, 19), (12, 7), (13, 32), (6, 23), (3, 24), (14, 25), (3, 47), (11, 1), (9, 3), (32, 14), (1, 7), (4, 23), (3, 9), (22, 6), (2, 41), (20, 6), (8, 23), (8, 4), (40, 18), (34, 5), (1, 18), (1, 9), (36, 37), (30, 24), (9, 24), (30, 4), (26, 30), (16, 1), (5, 20), (12, 20), (9, 16), (3, 16), (21, 6), (9, 22)]"
8,0,8,36,"[(5, 3), (13, 19), (2, 33), (11, 26), (8, 1), (2, 16), (41, 21), (26, 9), (5, 13), (6, 4), (8, 28), (0, 28), (5, 6), (20, 19), (8, 23), (12, 14), (6, 11), (17, 19), (3, 23), (23, 14), (18, 24), (9, 18), (19, 14), (23, 5), (13, 6), (11, 12), (1, 0), (2, 20), (14, 24), (25, 7), (18, 22), (3, 1), (10, 12), (6, 19), (44, 17), (20, 8)]"
9,0,9,18,"[(9, 9), (24, 7), (4, 6), (5, 3), (7, 0), (28, 20), (2, 28), (12, 16), (31, 8), (13, 0), (9, 18), (23, 35), (14, 19), (3, 29), (14, 34), (18, 14), (9, 20), (25, 63)]"
