,x,y,num,connection
0,0,0,21,"[(0, 7), (6, 26), (0, 52), (9, 16), (4, 8), (42, 33), (8, 3), (46, 1), (53, 3), (25, 24), (12, 2), (7, 22), (11, 27), (31, 16), (9, 7), (12, 6), (13, 2), (30, 3), (4, 5), (5, 22), (3, 15)]"
1,0,1,25,"[(23, 37), (13, 12), (8, 9), (11, 6), (8, 3), (14, 24), (3, 15), (0, 8), (1, 2), (30, 31), (28, 1), (24, 22), (20, 9), (13, 22), (2, 3), (25, 6), (7, 5), (0, 3), (14, 2), (5, 11), (3, 20), (14, 4), (20, 6), (4, 5), (29, 34)]"
2,0,2,19,"[(44, 22), (15, 0), (22, 15), (21, 10), (3, 22), (11, 36), (18, 2), (2, 14), (15, 30), (34, 3), (3, 14), (17, 9), (15, 23), (14, 45), (25, 19), (20, 5), (13, 2), (6, 29), (19, 29)]"
3,0,3,25,"[(0, 1), (6, 66), (10, 0), (7, 16), (5, 28), (20, 26), (5, 14), (15, 7), (4, 14), (27, 11), (18, 21), (8, 13), (10, 24), (10, 15), (27, 39), (15, 10), (8, 41), (18, 14), (38, 26), (8, 5), (4, 11), (5, 16), (8, 28), (14, 19), (11, 21)]"
4,0,4,22,"[(3, 6), (15, 13), (17, 6), (30, 47), (6, 11), (12, 24), (27, 5), (0, 5), (27, 28), (0, 17), (8, 11), (19, 9), (6, 40), (11, 4), (10, 30), (23, 11), (13, 26), (8, 8), (12, 15), (4, 25), (23, 24), (13, 0)]"
5,0,5,22,"[(0, 4), (35, 12), (8, 26), (14, 16), (15, 9), (25, 6), (21, 32), (3, 10), (55, 12), (3, 0), (27, 6), (17, 18), (67, 47), (0, 14), (17, 47), (14, 29), (18, 1), (51, 55), (34, 31), (8, 14), (15, 6), (0, 9)]"
6,0,6,19,"[(5, 29), (2, 2), (26, 23), (27, 27), (31, 14), (20, 37), (26, 25), (15, 20), (6, 9), (22, 9), (44, 27), (3, 23), (10, 14), (17, 35), (17, 36), (19, 28), (31, 24), (7, 5), (26, 5)]"
7,0,7,29,"[(0, 0), (7, 9), (19, 20), (16, 23), (26, 21), (6, 16), (10, 1), (6, 26), (24, 36), (12, 9), (21, 20), (33, 19), (4, 2), (6, 22), (16, 1), (11, 18), (33, 16), (41, 28), (8, 8), (4, 23), (4, 12), (3, 6), (32, 0), (14, 62), (10, 10), (24, 1), (16, 17), (30, 3), (9, 8)]"
8,0,8,46,"[(0, 1), (10, 20), (29, 17), (51, 17), (3, 35), (1, 6), (15, 27), (17, 0), (11, 1), (2, 18), (4, 19), (48, 7), (30, 4), (30, 22), (17, 9), (5, 8), (6, 4), (16, 12), (18, 5), (6, 8), (12, 38), (35, 18), (11, 9), (26, 18), (33, 10), (17, 16), (4, 15), (12, 1), (62, 22), (17, 27), (49, 16), (4, 6), (23, 1), (6, 21), (49, 14), (17, 12), (1, 3), (3, 19), (8, 19), (9, 31), (21, 24), (37, 18), (25, 29), (11, 35), (9, 37), (17, 13)]"
9,0,9,25,"[(0, 5), (25, 5), (25, 3), (5, 53), (25, 19), (3, 34), (1, 5), (11, 5), (27, 8), (23, 12), (19, 21), (6, 31), (16, 25), (10, 31), (7, 5), (9, 8), (4, 15), (35, 25), (18, 2), (2, 25), (10, 21), (5, 0), (24, 20), (43, 9), (8, 8)]"
10,0,10,31,"[(5, 19), (11, 25), (5, 10), (28, 26), (12, 36), (5, 1), (4, 8), (13, 3), (17, 34), (5, 5), (20, 15), (1, 12), (11, 28), (18, 27), (13, 17), (22, 36), (46, 44), (7, 11), (18, 9), (17, 2), (10, 45), (8, 32), (19, 34), (12, 17), (27, 24), (13, 27), (17, 12), (6, 1), (21, 38), (11, 1), (5, 14)]"
11,0,11,37,"[(17, 24), (3, 27), (39, 8), (1, 25), (23, 18), (28, 33), (22, 19), (8, 3), (25, 10), (18, 19), (16, 12), (7, 17), (11, 20), (6, 49), (13, 40), (11, 48), (9, 27), (7, 52), (8, 18), (19, 17), (3, 6), (12, 17), (8, 28), (12, 39), (8, 5), (6, 25), (18, 24), (7, 33), (16, 41), (4, 12), (35, 11), (26, 37), (14, 11), (6, 20), (11, 19), (24, 12), (2, 22)]"
12,0,12,29,"[(24, 6), (11, 40), (12, 16), (2, 29), (51, 8), (24, 31), (13, 9), (0, 16), (3, 7), (22, 5), (37, 19), (8, 21), (14, 13), (5, 17), (18, 20), (6, 16), (8, 37), (4, 22), (6, 35), (13, 11), (24, 30), (2, 8), (2, 31), (22, 30), (17, 79), (35, 29), (14, 25), (26, 41), (14, 17)]"
13,0,13,31,"[(37, 10), (27, 21), (28, 13), (26, 9), (14, 30), (17, 3), (1, 10), (10, 22), (13, 30), (15, 17), (38, 19), (6, 15), (14, 20), (1, 20), (24, 4), (13, 3), (19, 7), (19, 18), (2, 35), (36, 15), (30, 27), (8, 15), (15, 13), (22, 15), (13, 1), (6, 13), (21, 20), (29, 27), (12, 6), (13, 25), (15, 10)]"
14,0,14,18,"[(0, 5), (3, 39), (40, 7), (37, 1), (48, 51), (50, 2), (13, 22), (0, 30), (19, 34), (2, 38), (31, 6), (8, 27), (18, 23), (7, 16), (18, 19), (4, 38), (9, 13), (14, 33)]"
15,0,15,23,"[(16, 26), (11, 16), (0, 29), (16, 31), (4, 16), (23, 11), (13, 11), (13, 16), (31, 11), (22, 8), (17, 14), (21, 0), (11, 12), (22, 44), (10, 27), (12, 18), (10, 15), (18, 6), (34, 21), (2, 21), (2, 10), (5, 32), (12, 27)]"
16,0,16,20,"[(0, 12), (25, 17), (30, 18), (6, 42), (0, 21), (8, 29), (3, 31), (42, 58), (7, 39), (8, 14), (12, 23), (38, 15), (11, 17), (7, 19), (26, 13), (29, 30), (34, 11), (2, 24), (13, 5), (20, 19)]"
17,0,17,19,"[(0, 4), (23, 48), (11, 7), (17, 50), (6, 19), (18, 20), (18, 21), (5, 28), (1, 10), (1, 38), (18, 2), (19, 6), (14, 29), (14, 25), (6, 9), (12, 10), (15, 7), (36, 12), (6, 29)]"
18,0,18,18,"[(23, 40), (26, 5), (3, 12), (46, 34), (8, 6), (21, 35), (36, 7), (19, 10), (33, 11), (18, 27), (25, 67), (2, 17), (5, 19), (4, 38), (17, 23), (16, 14), (3, 36), (0, 31)]"
19,0,19,25,"[(4, 33), (1, 19), (12, 14), (9, 21), (26, 22), (18, 13), (16, 28), (20, 37), (13, 33), (22, 14), (16, 17), (3, 19), (17, 15), (34, 46), (12, 4), (25, 35), (13, 29), (1, 7), (11, 15), (22, 4), (4, 6), (9, 17), (20, 21), (8, 17), (26, 18)]"
