,x,y,num,connection
0,0,0,20,"[(7, 14), (21, 0), (6, 13), (17, 4), (8, 9), (14, 8), (3, 12), (38, 22), (18, 16), (10, 13), (11, 5), (5, 0), (13, 1), (12, 11), (18, 5), (1, 14), (3, 8), (12, 1), (11, 10), (19, 10)]"
1,0,1,33,"[(19, 17), (33, 10), (8, 18), (9, 2), (5, 6), (19, 5), (5, 7), (6, 16), (0, 10), (10, 2), (8, 2), (14, 6), (11, 10), (13, 13), (2, 26), (12, 6), (4, 10), (13, 2), (3, 23), (0, 18), (13, 1), (12, 12), (8, 47), (8, 5), (11, 0), (2, 8), (1, 9), (4, 18), (10, 13), (14, 9), (10, 11), (0, 11), (0, 13)]"
2,0,2,19,"[(17, 13), (21, 17), (8, 2), (5, 0), (4, 10), (4, 9), (17, 5), (6, 7), (15, 3), (12, 3), (15, 7), (9, 11), (1, 2), (2, 4), (6, 9), (3, 15), (12, 7), (15, 6), (6, 1)]"
3,0,3,34,"[(5, 1), (8, 6), (0, 6), (8, 13), (4, 15), (11, 1), (12, 24), (13, 4), (15, 7), (13, 21), (17, 3), (1, 4), (12, 11), (2, 4), (7, 7), (4, 3), (4, 17), (7, 11), (6, 8), (12, 2), (2, 14), (9, 2), (6, 24), (1, 0), (20, 4), (14, 0), (34, 16), (6, 2), (16, 11), (3, 7), (7, 0), (1, 10), (6, 7), (15, 6)]"
4,0,4,18,"[(14, 19), (1, 6), (20, 10), (2, 9), (8, 3), (11, 15), (14, 8), (9, 2), (5, 1), (15, 18), (4, 10), (0, 16), (5, 10), (11, 4), (5, 12), (16, 1), (4, 17), (11, 12)]"
5,0,5,25,"[(9, 0), (15, 0), (17, 15), (3, 12), (2, 21), (5, 20), (6, 2), (12, 4), (7, 3), (12, 33), (8, 6), (11, 6), (7, 0), (26, 15), (16, 11), (5, 9), (3, 8), (10, 16), (3, 10), (20, 31), (12, 2), (14, 2), (5, 25), (2, 16), (1, 8)]"
6,0,6,21,"[(0, 3), (7, 4), (7, 2), (7, 1), (3, 7), (9, 14), (18, 16), (10, 13), (10, 7), (0, 23), (8, 24), (19, 8), (5, 21), (13, 1), (2, 13), (2, 8), (6, 25), (7, 5), (9, 39), (8, 10), (12, 11)]"
7,0,7,30,"[(7, 0), (8, 5), (13, 16), (10, 23), (14, 6), (10, 9), (8, 4), (4, 12), (10, 15), (5, 5), (5, 16), (13, 7), (5, 12), (10, 11), (3, 12), (1, 6), (6, 15), (15, 9), (13, 21), (3, 8), (3, 11), (15, 10), (0, 15), (9, 6), (10, 4), (8, 14), (24, 6), (4, 5), (22, 7), (6, 14)]"
8,0,8,30,"[(13, 16), (6, 18), (11, 18), (9, 17), (15, 14), (10, 19), (13, 18), (11, 23), (9, 16), (5, 24), (8, 2), (7, 2), (5, 12), (2, 8), (2, 6), (6, 1), (7, 9), (1, 11), (7, 10), (17, 3), (1, 7), (4, 14), (13, 17), (13, 1), (8, 10), (11, 8), (9, 19), (13, 10), (14, 4), (6, 17)]"
9,0,9,22,"[(13, 16), (14, 14), (13, 15), (6, 15), (13, 11), (7, 7), (4, 3), (3, 12), (9, 4), (4, 20), (4, 27), (12, 6), (13, 0), (2, 10), (3, 11), (9, 6), (12, 22), (0, 33), (6, 9), (9, 7), (7, 0), (2, 36)]"
