,x,y,num,connection
0,0,0,20,"[(2, 3), (8, 2), (13, 7), (13, 14), (6, 13), (7, 14), (9, 8), (7, 12), (0, 14), (0, 5), (26, 7), (11, 2), (8, 6), (5, 17), (2, 10), (22, 10), (3, 11), (3, 0), (8, 21), (11, 8)]"
1,0,1,18,"[(3, 0), (9, 16), (14, 8), (8, 1), (11, 3), (3, 4), (2, 20), (9, 11), (2, 13), (4, 14), (16, 15), (5, 10), (14, 9), (11, 12), (10, 3), (11, 9), (5, 9), (17, 8)]"
2,0,2,21,"[(10, 2), (15, 18), (1, 18), (1, 14), (17, 15), (10, 10), (24, 7), (2, 13), (10, 13), (0, 6), (7, 1), (1, 17), (8, 14), (5, 5), (8, 11), (29, 4), (1, 6), (14, 8), (9, 6), (7, 15), (4, 10)]"
3,0,3,20,"[(2, 1), (6, 12), (7, 11), (4, 12), (18, 10), (6, 4), (3, 0), (23, 0), (6, 3), (10, 4), (2, 11), (7, 6), (1, 12), (23, 8), (30, 22), (9, 11), (10, 22), (17, 16), (7, 12), (8, 23)]"
4,0,4,18,"[(17, 10), (8, 3), (4, 6), (18, 18), (17, 18), (8, 9), (15, 16), (4, 11), (9, 9), (8, 13), (4, 5), (3, 14), (9, 13), (31, 5), (5, 1), (12, 11), (12, 8), (4, 3)]"
5,0,5,38,"[(0, 0), (3, 16), (2, 15), (4, 1), (2, 14), (2, 10), (3, 8), (2, 31), (21, 8), (9, 5), (4, 13), (4, 12), (21, 5), (16, 17), (11, 15), (13, 7), (7, 5), (3, 12), (10, 8), (2, 25), (15, 18), (5, 7), (7, 3), (5, 12), (7, 14), (4, 6), (6, 6), (7, 4), (4, 8), (13, 2), (6, 11), (3, 10), (0, 7), (22, 3), (20, 19), (9, 7), (8, 12), (3, 1)]"
6,0,6,26,"[(0, 2), (5, 0), (1, 14), (7, 14), (0, 17), (22, 6), (7, 8), (6, 13), (16, 18), (2, 8), (3, 0), (15, 18), (4, 16), (13, 15), (11, 15), (3, 4), (3, 7), (7, 20), (2, 12), (11, 8), (3, 19), (3, 11), (21, 14), (0, 21), (20, 4), (25, 15)]"
7,0,7,31,"[(0, 5), (19, 21), (6, 5), (1, 3), (3, 28), (14, 7), (8, 24), (1, 31), (3, 12), (4, 14), (9, 6), (15, 16), (7, 31), (18, 7), (2, 22), (20, 6), (15, 13), (4, 15), (10, 3), (7, 15), (12, 5), (4, 5), (10, 7), (17, 12), (18, 1), (13, 0), (14, 15), (20, 21), (3, 16), (11, 10), (21, 14)]"
8,0,8,20,"[(13, 4), (16, 22), (14, 1), (15, 27), (13, 16), (1, 13), (20, 2), (3, 6), (2, 26), (11, 25), (4, 20), (14, 32), (6, 18), (17, 5), (12, 1), (7, 11), (0, 24), (10, 17), (6, 2), (12, 9)]"
9,0,9,19,"[(7, 11), (13, 9), (5, 7), (10, 7), (7, 17), (4, 26), (18, 17), (8, 12), (10, 1), (1, 16), (2, 15), (17, 17), (2, 4), (15, 14), (14, 1), (34, 4), (4, 6), (30, 12), (5, 9)]"
10,0,10,18,"[(3, 11), (13, 10), (2, 19), (13, 8), (3, 4), (10, 4), (1, 14), (14, 5), (8, 28), (3, 19), (12, 13), (4, 24), (0, 17), (3, 2), (5, 5), (4, 13), (15, 36), (4, 2)]"
11,0,11,22,"[(7, 15), (1, 29), (14, 13), (4, 20), (13, 13), (6, 27), (6, 29), (12, 11), (15, 13), (7, 4), (1, 27), (5, 5), (5, 2), (5, 13), (8, 34), (8, 19), (4, 21), (15, 11), (1, 0), (6, 7), (0, 19), (7, 23)]"
12,0,12,33,"[(17, 21), (3, 21), (3, 8), (3, 20), (5, 16), (6, 19), (6, 13), (7, 11), (3, 13), (12, 24), (12, 7), (5, 5), (12, 2), (0, 23), (6, 24), (12, 13), (18, 27), (10, 13), (30, 23), (3, 15), (4, 9), (0, 21), (4, 20), (22, 5), (3, 6), (13, 11), (17, 14), (7, 10), (19, 25), (1, 1), (7, 17), (18, 15), (15, 13)]"
13,0,13,26,"[(3, 15), (1, 8), (11, 16), (11, 5), (1, 12), (3, 23), (0, 15), (14, 20), (10, 20), (0, 16), (4, 20), (7, 28), (5, 0), (13, 18), (7, 26), (28, 3), (12, 30), (10, 32), (5, 15), (4, 12), (0, 14), (0, 19), (7, 1), (14, 0), (13, 10), (8, 28)]"
14,0,14,47,"[(0, 0), (0, 13), (29, 24), (0, 19), (1, 18), (16, 21), (11, 8), (18, 6), (5, 25), (17, 9), (7, 17), (17, 17), (8, 5), (8, 13), (6, 11), (3, 15), (5, 33), (15, 21), (4, 18), (5, 8), (2, 19), (14, 21), (20, 27), (10, 8), (14, 25), (3, 11), (5, 21), (12, 15), (25, 14), (15, 10), (19, 23), (2, 22), (7, 8), (4, 22), (3, 6), (3, 27), (13, 5), (23, 1), (12, 7), (22, 23), (14, 22), (11, 15), (2, 24), (15, 25), (5, 17), (17, 12), (5, 11)]"
15,0,15,18,"[(0, 13), (11, 17), (12, 22), (1, 27), (8, 19), (2, 10), (1, 2), (15, 23), (8, 12), (6, 17), (11, 29), (14, 1), (1, 9), (7, 15), (10, 21), (11, 24), (11, 25), (11, 21)]"
16,0,16,24,"[(0, 13), (20, 23), (1, 35), (4, 25), (9, 32), (15, 15), (27, 36), (6, 14), (7, 18), (12, 11), (12, 20), (15, 2), (1, 21), (4, 29), (2, 11), (5, 12), (2, 16), (6, 11), (17, 25), (1, 31), (4, 22), (10, 5), (23, 14), (1, 25)]"
17,0,17,26,"[(0, 6), (0, 10), (4, 16), (20, 23), (5, 26), (2, 6), (20, 5), (8, 8), (11, 14), (11, 2), (9, 2), (2, 5), (10, 23), (19, 15), (8, 2), (10, 10), (8, 9), (8, 16), (4, 12), (9, 7), (2, 28), (2, 18), (16, 14), (18, 28), (7, 38), (2, 24)]"
18,0,18,18,"[(7, 21), (17, 16), (9, 5), (2, 2), (16, 8), (32, 23), (13, 36), (12, 14), (13, 28), (4, 16), (9, 4), (2, 30), (1, 30), (16, 11), (15, 29), (8, 2), (4, 18), (1, 12)]"
19,0,19,29,"[(0, 11), (0, 13), (0, 14), (4, 21), (14, 9), (15, 34), (24, 25), (11, 13), (5, 9), (6, 29), (7, 11), (8, 22), (0, 24), (5, 7), (17, 7), (12, 20), (0, 27), (7, 32), (3, 13), (6, 18), (16, 36), (0, 26), (2, 25), (8, 24), (12, 8), (14, 15), (10, 21), (18, 20), (3, 16)]"
20,0,20,28,"[(2, 20), (9, 10), (15, 11), (4, 23), (12, 2), (7, 16), (6, 36), (5, 18), (8, 20), (15, 13), (2, 18), (2, 26), (10, 20), (17, 17), (29, 35), (25, 20), (8, 31), (18, 31), (3, 13), (22, 37), (7, 32), (15, 46), (8, 14), (16, 20), (7, 9), (4, 14), (16, 16), (8, 7)]"
21,0,21,26,"[(0, 6), (0, 12), (11, 25), (32, 44), (2, 42), (16, 14), (3, 38), (5, 37), (3, 22), (11, 20), (6, 16), (6, 11), (26, 28), (8, 42), (13, 15), (1, 39), (5, 8), (8, 36), (15, 8), (15, 35), (1, 10), (13, 14), (11, 37), (9, 25), (13, 25), (5, 23)]"
22,0,22,29,"[(15, 21), (5, 17), (3, 28), (9, 1), (14, 4), (3, 19), (0, 34), (9, 20), (7, 6), (6, 24), (25, 12), (5, 15), (7, 11), (3, 29), (4, 22), (2, 17), (1, 33), (12, 25), (18, 20), (7, 23), (0, 25), (2, 18), (8, 29), (15, 41), (23, 35), (9, 26), (16, 26), (5, 25), (5, 20)]"
23,0,23,19,"[(0, 12), (15, 18), (9, 25), (13, 12), (3, 21), (6, 22), (4, 27), (4, 13), (3, 27), (0, 47), (13, 6), (2, 3), (10, 21), (4, 17), (6, 21), (10, 20), (6, 28), (1, 16), (6, 32)]"
24,0,24,24,"[(0, 8), (0, 19), (1, 29), (2, 43), (7, 27), (12, 28), (8, 24), (5, 34), (10, 18), (1, 28), (7, 29), (3, 23), (2, 40), (2, 48), (1, 17), (21, 20), (8, 20), (3, 1), (4, 17), (13, 26), (10, 15), (3, 7), (2, 9), (10, 21)]"
25,0,25,35,"[(0, 22), (20, 35), (6, 15), (2, 43), (16, 39), (12, 27), (4, 20), (13, 24), (13, 27), (9, 18), (2, 25), (5, 19), (6, 35), (6, 30), (4, 32), (7, 28), (10, 7), (6, 18), (8, 26), (1, 16), (4, 23), (15, 31), (13, 36), (11, 17), (14, 20), (10, 8), (7, 21), (15, 21), (14, 23), (11, 37), (10, 17), (2, 31), (4, 27), (2, 35), (9, 40)]"
26,0,26,40,"[(0, 19), (13, 26), (3, 13), (7, 16), (16, 28), (8, 24), (14, 37), (12, 23), (9, 18), (1, 27), (17, 26), (1, 28), (7, 32), (17, 23), (20, 9), (3, 12), (16, 15), (2, 35), (12, 24), (12, 37), (17, 32), (16, 36), (10, 16), (9, 21), (11, 37), (12, 12), (11, 34), (11, 27), (9, 22), (15, 37), (0, 27), (3, 37), (3, 30), (16, 16), (18, 23), (16, 33), (4, 21), (2, 44), (1, 18), (4, 39)]"
27,0,27,22,"[(0, 19), (0, 26), (10, 39), (9, 38), (14, 20), (0, 29), (1, 33), (8, 45), (7, 21), (0, 37), (13, 23), (23, 38), (5, 23), (23, 24), (17, 29), (7, 28), (18, 37), (11, 34), (0, 35), (4, 38), (15, 35), (6, 23)]"
28,0,28,24,"[(1, 23), (1, 15), (8, 35), (19, 11), (5, 29), (4, 23), (4, 24), (5, 1), (0, 39), (20, 24), (6, 32), (13, 21), (10, 29), (0, 30), (17, 14), (19, 39), (7, 35), (19, 26), (2, 16), (3, 12), (14, 34), (3, 27), (3, 42), (10, 21)]"
29,0,29,22,"[(0, 27), (8, 42), (6, 29), (10, 38), (13, 28), (16, 30), (16, 24), (24, 31), (8, 36), (7, 31), (9, 8), (8, 43), (7, 26), (12, 29), (6, 35), (11, 38), (14, 39), (14, 31), (15, 25), (16, 28), (3, 35), (7, 44)]"
30,0,30,24,"[(0, 28), (2, 27), (5, 19), (1, 20), (8, 24), (9, 34), (12, 29), (6, 31), (11, 23), (15, 46), (5, 41), (1, 17), (6, 25), (14, 33), (16, 26), (6, 13), (9, 32), (1, 12), (10, 31), (12, 21), (2, 18), (14, 16), (15, 34), (0, 34)]"
31,0,31,25,"[(1, 15), (8, 30), (6, 25), (4, 27), (8, 35), (7, 30), (7, 35), (4, 39), (4, 31), (6, 29), (5, 20), (5, 43), (9, 20), (12, 43), (15, 21), (8, 29), (18, 28), (7, 43), (1, 31), (10, 26), (2, 32), (6, 34), (15, 34), (18, 29), (14, 24)]"
32,0,32,39,"[(18, 20), (5, 32), (13, 41), (15, 25), (9, 26), (13, 43), (20, 48), (12, 36), (11, 36), (20, 28), (10, 23), (2, 35), (6, 34), (5, 23), (12, 38), (14, 37), (1, 28), (9, 41), (26, 41), (3, 35), (1, 40), (8, 25), (3, 23), (6, 45), (11, 25), (8, 21), (9, 20), (11, 28), (3, 39), (5, 40), (16, 32), (19, 27), (20, 26), (3, 42), (16, 38), (11, 32), (8, 45), (10, 21), (5, 19)]"
33,0,33,18,"[(8, 15), (18, 20), (14, 45), (3, 28), (32, 33), (7, 23), (9, 29), (9, 34), (5, 34), (7, 30), (13, 10), (25, 32), (17, 37), (3, 36), (13, 39), (4, 32), (20, 25), (5, 46)]"
34,0,34,31,"[(0, 22), (0, 30), (12, 8), (4, 31), (4, 44), (7, 21), (1, 33), (3, 34), (4, 45), (1, 40), (10, 41), (16, 28), (4, 33), (0, 44), (3, 26), (9, 30), (9, 34), (7, 32), (1, 29), (17, 38), (4, 21), (23, 32), (17, 41), (4, 30), (12, 49), (11, 41), (15, 47), (9, 24), (14, 28), (19, 37), (3, 28)]"
35,0,35,23,"[(0, 27), (18, 44), (10, 32), (1, 35), (8, 33), (10, 30), (4, 37), (3, 33), (5, 22), (2, 40), (17, 14), (9, 34), (5, 35), (20, 38), (6, 48), (16, 47), (6, 38), (18, 29), (15, 43), (8, 37), (12, 33), (18, 24), (39, 39)]"
36,0,36,28,"[(1, 3), (9, 42), (16, 47), (0, 41), (4, 22), (3, 43), (15, 44), (2, 21), (6, 28), (14, 31), (11, 29), (12, 37), (17, 40), (13, 29), (8, 24), (13, 23), (1, 45), (8, 45), (2, 31), (4, 23), (7, 41), (5, 14), (10, 43), (7, 42), (2, 41), (7, 33), (20, 46), (20, 18)]"
37,0,37,26,"[(0, 27), (15, 31), (8, 27), (3, 39), (3, 33), (11, 48), (23, 25), (10, 22), (15, 22), (6, 41), (21, 38), (8, 30), (18, 38), (10, 42), (15, 30), (14, 32), (4, 20), (7, 32), (27, 35), (10, 8), (0, 38), (17, 41), (1, 4), (22, 32), (2, 39), (1, 37)]"
38,0,38,27,"[(0, 37), (0, 43), (9, 29), (8, 24), (28, 34), (10, 32), (16, 42), (2, 30), (13, 32), (10, 42), (3, 27), (5, 40), (7, 40), (11, 47), (9, 44), (6, 44), (16, 49), (1, 29), (4, 22), (3, 40), (14, 29), (8, 34), (2, 48), (7, 29), (1, 24), (9, 30), (3, 45)]"
39,0,39,20,"[(0, 28), (10, 39), (15, 44), (2, 44), (2, 32), (8, 17), (4, 33), (10, 43), (6, 40), (4, 43), (9, 39), (5, 39), (15, 47), (1, 44), (2, 20), (9, 40), (1, 33), (18, 27), (1, 27), (10, 41)]"
