,x,y,num,connection
0,0,0,25,"[(21, 56), (5, 17), (12, 28), (1, 51), (17, 10), (10, 18), (14, 34), (12, 2), (6, 1), (16, 41), (8, 7), (42, 14), (16, 6), (0, 24), (6, 9), (0, 22), (15, 3), (13, 7), (35, 18), (21, 29), (7, 27), (1, 17), (11, 14), (15, 5), (6, 7)]"
1,0,1,18,"[(1, 21), (23, 21), (22, 9), (13, 38), (8, 27), (2, 1), (13, 35), (12, 33), (4, 55), (27, 26), (1, 4), (18, 17), (9, 3), (16, 10), (9, 50), (18, 10), (2, 16), (20, 13)]"
2,0,2,50,"[(5, 15), (17, 11), (43, 3), (16, 26), (12, 4), (13, 7), (16, 28), (25, 19), (3, 37), (9, 13), (33, 3), (16, 0), (10, 20), (27, 13), (21, 21), (8, 10), (27, 21), (10, 27), (1, 2), (16, 22), (2, 23), (7, 19), (12, 8), (16, 5), (37, 8), (8, 1), (6, 1), (23, 9), (2, 45), (35, 8), (30, 5), (11, 37), (3, 23), (16, 2), (2, 29), (5, 31), (38, 16), (34, 18), (3, 34), (4, 9), (8, 7), (7, 6), (37, 30), (20, 44), (3, 13), (0, 4), (45, 7), (44, 2), (11, 7), (37, 46)]"
3,0,3,37,"[(9, 15), (39, 31), (7, 7), (8, 9), (9, 42), (3, 41), (8, 25), (35, 28), (2, 13), (14, 47), (28, 6), (31, 14), (18, 11), (10, 17), (6, 16), (42, 5), (12, 7), (2, 29), (17, 0), (7, 17), (23, 19), (0, 9), (15, 24), (5, 16), (5, 29), (20, 5), (27, 35), (20, 28), (3, 30), (10, 7), (8, 10), (1, 21), (1, 18), (33, 41), (2, 4), (4, 27), (35, 31)]"
4,0,4,23,"[(0, 2), (15, 3), (30, 36), (19, 19), (18, 8), (2, 10), (23, 28), (6, 5), (6, 9), (8, 12), (23, 2), (23, 4), (14, 16), (15, 42), (5, 20), (7, 23), (9, 23), (1, 1), (16, 17), (3, 16), (8, 10), (27, 1), (36, 8)]"
5,0,5,21,"[(6, 0), (12, 9), (6, 17), (7, 27), (22, 1), (37, 30), (4, 26), (2, 8), (18, 21), (33, 2), (3, 10), (11, 28), (10, 9), (16, 8), (23, 13), (26, 30), (54, 27), (24, 22), (6, 34), (7, 22), (56, 19)]"
6,0,6,19,"[(4, 15), (14, 33), (12, 38), (21, 19), (14, 9), (3, 19), (11, 31), (14, 5), (5, 2), (31, 0), (3, 21), (7, 26), (28, 6), (12, 34), (19, 2), (21, 25), (16, 15), (21, 14), (14, 25)]"
7,0,7,24,"[(17, 5), (35, 14), (29, 11), (6, 23), (21, 29), (13, 3), (0, 17), (1, 2), (15, 9), (18, 11), (15, 18), (1, 30), (13, 29), (7, 38), (10, 17), (8, 23), (3, 14), (26, 0), (32, 27), (20, 35), (12, 5), (13, 10), (2, 15), (52, 77)]"
8,0,8,19,"[(22, 29), (20, 17), (44, 30), (13, 17), (18, 0), (18, 18), (4, 14), (6, 26), (13, 25), (6, 18), (14, 13), (14, 1), (25, 16), (35, 33), (12, 20), (7, 26), (19, 8), (8, 17), (61, 27)]"
9,0,9,34,"[(0, 3), (47, 13), (36, 18), (3, 26), (8, 18), (6, 15), (6, 5), (15, 28), (30, 13), (7, 28), (30, 7), (15, 10), (3, 35), (20, 24), (23, 7), (31, 19), (28, 10), (23, 16), (14, 24), (21, 14), (5, 24), (24, 0), (25, 24), (12, 10), (2, 13), (2, 12), (17, 50), (33, 2), (9, 22), (8, 45), (15, 27), (12, 24), (22, 9), (20, 13)]"
10,0,10,22,"[(13, 6), (16, 60), (50, 1), (50, 23), (32, 30), (39, 24), (28, 4), (7, 11), (1, 6), (12, 24), (9, 19), (11, 3), (18, 23), (37, 48), (2, 4), (8, 20), (2, 20), (29, 17), (11, 27), (5, 3), (7, 23), (2, 29)]"
11,0,11,22,"[(13, 17), (15, 11), (4, 21), (13, 6), (5, 24), (32, 10), (0, 13), (9, 20), (13, 15), (21, 20), (11, 3), (2, 15), (20, 20), (6, 10), (8, 24), (18, 39), (19, 1), (7, 5), (0, 18), (28, 10), (8, 27), (3, 16)]"
12,0,12,20,"[(10, 9), (37, 20), (22, 5), (29, 49), (11, 19), (20, 36), (33, 13), (5, 37), (0, 23), (2, 23), (3, 29), (17, 30), (6, 11), (16, 23), (13, 8), (1, 16), (15, 5), (27, 11), (9, 27), (21, 18)]"
13,0,13,21,"[(0, 11), (15, 12), (15, 34), (18, 11), (39, 29), (4, 1), (39, 11), (21, 17), (31, 5), (40, 9), (21, 32), (2, 54), (22, 27), (13, 10), (3, 19), (13, 29), (10, 13), (15, 39), (10, 11), (12, 63), (11, 53)]"
14,0,14,22,"[(27, 27), (8, 12), (5, 28), (17, 11), (40, 9), (50, 28), (11, 10), (9, 16), (8, 17), (20, 22), (14, 27), (26, 17), (24, 24), (33, 32), (15, 10), (17, 19), (2, 1), (40, 11), (16, 9), (2, 15), (16, 45), (44, 1)]"
15,0,15,22,"[(31, 8), (8, 9), (0, 25), (31, 44), (2, 22), (16, 12), (46, 25), (26, 22), (32, 21), (55, 25), (6, 1), (3, 11), (17, 33), (1, 12), (25, 3), (19, 2), (6, 30), (19, 3), (6, 13), (15, 67), (10, 29), (17, 49)]"
16,0,16,24,"[(6, 3), (21, 26), (10, 23), (51, 34), (13, 16), (4, 37), (28, 46), (20, 18), (2, 33), (6, 34), (28, 29), (22, 36), (12, 50), (20, 12), (7, 18), (38, 3), (8, 20), (24, 61), (4, 9), (7, 27), (2, 35), (19, 16), (5, 40), (5, 15)]"
17,0,17,18,"[(0, 7), (20, 47), (15, 20), (23, 10), (0, 53), (1, 22), (50, 35), (25, 4), (39, 2), (14, 15), (0, 31), (11, 39), (12, 14), (23, 11), (3, 1), (11, 6), (21, 42), (35, 2)]"
18,0,18,28,"[(0, 11), (7, 25), (2, 23), (7, 36), (18, 6), (4, 34), (12, 19), (33, 14), (6, 39), (33, 9), (21, 18), (1, 4), (20, 11), (23, 52), (19, 22), (22, 29), (3, 60), (18, 18), (24, 24), (12, 23), (21, 7), (10, 8), (7, 18), (14, 27), (27, 14), (11, 6), (27, 19), (15, 6)]"
19,0,19,21,"[(11, 33), (10, 20), (1, 5), (8, 25), (21, 20), (3, 9), (4, 26), (17, 46), (16, 1), (10, 12), (22, 5), (23, 24), (5, 12), (16, 8), (23, 4), (23, 25), (8, 12), (3, 10), (4, 17), (35, 24), (14, 2)]"
20,0,20,18,"[(7, 28), (38, 51), (25, 4), (22, 3), (10, 37), (14, 24), (13, 36), (8, 33), (12, 45), (17, 15), (6, 36), (8, 26), (8, 42), (34, 10), (24, 23), (15, 27), (30, 37), (9, 15)]"
