,x,y,num,connection
0,0,0,26,"[(9, 21), (28, 10), (8, 1), (4, 13), (0, 12), (13, 24), (7, 21), (13, 4), (19, 18), (13, 20), (15, 4), (3, 8), (20, 2), (13, 0), (9, 11), (0, 3), (5, 5), (21, 29), (1, 21), (28, 12), (2, 3), (4, 7), (3, 18), (20, 21), (20, 22), (11, 14)]"
1,0,1,27,"[(4, 4), (3, 11), (12, 0), (8, 10), (0, 3), (15, 18), (18, 8), (7, 0), (28, 19), (5, 14), (34, 7), (19, 6), (33, 6), (25, 10), (8, 5), (17, 30), (7, 24), (5, 13), (5, 19), (23, 15), (19, 10), (16, 20), (1, 5), (18, 0), (13, 12), (29, 20), (1, 7)]"
2,0,2,35,"[(7, 23), (1, 10), (6, 3), (7, 3), (0, 10), (9, 12), (8, 5), (12, 6), (7, 12), (18, 0), (10, 7), (18, 20), (1, 7), (11, 21), (18, 1), (6, 2), (26, 2), (5, 14), (10, 2), (25, 8), (4, 5), (11, 14), (16, 18), (0, 14), (9, 18), (26, 17), (23, 7), (7, 8), (13, 8), (7, 18), (15, 6), (10, 6), (28, 5), (25, 6), (11, 4)]"
3,0,3,25,"[(0, 0), (0, 1), (2, 16), (8, 11), (10, 16), (19, 7), (1, 17), (10, 11), (4, 15), (6, 0), (3, 12), (2, 35), (16, 6), (13, 11), (0, 7), (0, 26), (6, 1), (19, 20), (25, 6), (22, 2), (14, 22), (6, 4), (13, 12), (3, 9), (4, 14)]"
4,0,4,19,"[(32, 1), (4, 31), (18, 2), (26, 9), (0, 10), (15, 14), (0, 6), (8, 29), (21, 20), (10, 38), (21, 3), (0, 15), (10, 13), (17, 24), (1, 44), (0, 20), (4, 2), (11, 2), (9, 4)]"
5,0,5,21,"[(11, 13), (41, 11), (16, 10), (4, 2), (6, 13), (5, 1), (0, 6), (7, 2), (7, 0), (2, 1), (10, 19), (8, 3), (13, 16), (19, 19), (2, 26), (3, 10), (28, 12), (17, 29), (32, 7), (5, 20), (5, 13)]"
6,0,6,20,"[(0, 4), (0, 5), (18, 6), (10, 25), (23, 3), (5, 1), (12, 18), (4, 14), (21, 19), (10, 15), (0, 9), (1, 13), (11, 9), (7, 48), (19, 34), (20, 10), (7, 2), (10, 14), (5, 39), (27, 0)]"
7,0,7,18,"[(0, 3), (10, 25), (29, 17), (2, 9), (11, 0), (4, 33), (9, 9), (1, 29), (2, 13), (10, 33), (7, 17), (34, 5), (2, 4), (24, 23), (9, 20), (26, 12), (8, 17), (6, 16)]"
8,0,8,21,"[(13, 0), (8, 34), (16, 18), (2, 2), (0, 27), (2, 20), (1, 27), (4, 21), (10, 11), (18, 31), (11, 4), (22, 13), (13, 3), (17, 3), (0, 26), (0, 17), (15, 19), (8, 17), (3, 9), (7, 15), (18, 12)]"
9,0,9,21,"[(0, 6), (5, 27), (5, 16), (5, 18), (7, 29), (28, 0), (3, 9), (9, 20), (4, 10), (11, 13), (11, 26), (3, 27), (4, 0), (9, 21), (27, 17), (25, 19), (7, 1), (9, 19), (1, 10), (25, 13), (34, 23)]"
10,0,10,44,"[(0, 2), (0, 4), (5, 17), (9, 18), (18, 24), (4, 27), (10, 4), (6, 10), (11, 17), (8, 6), (0, 29), (15, 25), (22, 9), (13, 43), (0, 17), (18, 0), (16, 0), (6, 29), (20, 24), (6, 11), (30, 12), (12, 19), (2, 23), (3, 23), (17, 0), (10, 5), (0, 34), (5, 1), (11, 8), (3, 5), (19, 20), (2, 21), (23, 12), (4, 10), (9, 1), (13, 17), (18, 17), (17, 20), (11, 2), (23, 31), (2, 12), (7, 15), (19, 6), (6, 36)]"
11,0,11,38,"[(10, 2), (14, 13), (14, 16), (3, 22), (16, 14), (29, 28), (8, 26), (8, 9), (12, 0), (8, 13), (15, 22), (6, 18), (6, 10), (3, 33), (6, 48), (8, 12), (16, 24), (28, 9), (9, 21), (18, 16), (4, 20), (19, 20), (5, 4), (6, 26), (20, 16), (7, 14), (19, 1), (19, 10), (21, 5), (10, 21), (9, 17), (19, 30), (21, 14), (10, 15), (40, 6), (6, 9), (16, 7), (1, 34)]"
12,0,12,20,"[(0, 0), (22, 5), (1, 21), (20, 19), (11, 10), (15, 8), (2, 20), (19, 1), (4, 4), (13, 0), (4, 43), (4, 29), (26, 1), (3, 3), (18, 18), (3, 10), (0, 32), (3, 37), (19, 17), (7, 7)]"
13,0,13,19,"[(3, 7), (7, 15), (8, 30), (24, 39), (12, 7), (10, 32), (1, 22), (8, 14), (8, 8), (12, 28), (20, 25), (6, 13), (8, 27), (3, 3), (23, 18), (1, 28), (35, 32), (5, 6), (0, 27)]"
14,0,14,21,"[(0, 2), (11, 18), (9, 21), (12, 32), (8, 35), (9, 3), (8, 19), (1, 2), (11, 8), (9, 8), (20, 17), (9, 12), (37, 3), (24, 25), (19, 2), (1, 24), (5, 35), (2, 7), (17, 2), (16, 8), (6, 50)]"
15,0,15,34,"[(0, 4), (10, 22), (2, 20), (24, 28), (26, 42), (11, 36), (15, 10), (4, 7), (0, 20), (6, 20), (5, 7), (25, 31), (1, 26), (21, 24), (1, 35), (1, 28), (2, 42), (27, 40), (6, 10), (10, 23), (4, 15), (14, 8), (14, 2), (22, 26), (1, 16), (30, 1), (16, 8), (24, 35), (18, 5), (30, 30), (6, 34), (10, 29), (5, 27), (2, 22)]"
16,0,16,23,"[(5, 33), (6, 7), (20, 23), (37, 19), (0, 26), (21, 7), (11, 12), (17, 18), (12, 28), (11, 39), (5, 32), (12, 45), (1, 31), (25, 26), (9, 30), (24, 35), (5, 19), (10, 6), (5, 15), (19, 38), (5, 17), (7, 26), (18, 19)]"
17,0,17,19,"[(0, 8), (0, 10), (18, 12), (11, 25), (7, 1), (8, 30), (7, 41), (7, 25), (14, 28), (27, 22), (32, 34), (27, 30), (4, 19), (12, 18), (18, 3), (8, 17), (11, 36), (13, 30), (8, 16)]"
18,0,18,20,"[(9, 4), (25, 33), (31, 2), (32, 39), (8, 14), (18, 0), (29, 32), (13, 5), (2, 20), (20, 22), (15, 31), (2, 27), (27, 4), (21, 20), (12, 3), (16, 18), (5, 37), (12, 39), (3, 10), (3, 21)]"
19,0,19,51,"[(7, 29), (5, 1), (33, 23), (2, 8), (5, 9), (15, 29), (17, 23), (9, 13), (2, 39), (2, 12), (19, 41), (9, 34), (26, 4), (10, 28), (7, 31), (15, 33), (13, 20), (2, 47), (7, 25), (10, 13), (9, 12), (12, 28), (6, 12), (22, 20), (5, 10), (29, 25), (32, 26), (18, 27), (17, 0), (12, 16), (1, 29), (1, 44), (11, 5), (1, 24), (10, 10), (14, 15), (4, 21), (2, 31), (11, 10), (3, 36), (3, 19), (10, 14), (9, 18), (18, 6), (5, 3), (28, 45), (0, 22), (6, 8), (13, 23), (15, 10), (2, 35)]"
20,0,20,37,"[(0, 4), (0, 15), (1, 17), (1, 7), (17, 36), (1, 27), (15, 37), (2, 7), (7, 22), (12, 24), (20, 20), (7, 21), (1, 5), (11, 16), (15, 19), (19, 8), (16, 21), (20, 31), (21, 44), (15, 29), (1, 30), (10, 7), (4, 20), (7, 28), (14, 25), (20, 28), (30, 22), (0, 22), (15, 36), (1, 35), (31, 26), (1, 34), (2, 36), (24, 41), (19, 33), (16, 14), (18, 14)]"
21,0,21,19,"[(31, 23), (11, 23), (8, 19), (0, 26), (3, 20), (19, 20), (10, 2), (5, 11), (34, 10), (2, 6), (9, 25), (21, 21), (6, 28), (13, 39), (12, 17), (22, 21), (19, 6), (10, 23), (8, 29)]"
22,0,22,26,"[(0, 19), (0, 20), (4, 27), (18, 18), (21, 39), (1, 33), (6, 12), (4, 17), (16, 34), (6, 21), (25, 12), (1, 14), (10, 38), (28, 12), (15, 16), (5, 50), (4, 11), (4, 10), (11, 31), (3, 10), (13, 30), (19, 3), (12, 67), (7, 30), (10, 51), (8, 30)]"
23,0,23,27,"[(1, 16), (22, 37), (0, 31), (23, 1), (1, 29), (9, 30), (33, 32), (5, 5), (4, 24), (18, 33), (3, 46), (5, 27), (13, 35), (14, 25), (18, 27), (8, 7), (31, 43), (22, 34), (2, 34), (5, 10), (8, 29), (12, 20), (12, 64), (26, 9), (12, 33), (23, 22), (16, 24)]"
24,0,24,29,"[(18, 35), (15, 11), (0, 50), (3, 30), (2, 34), (3, 34), (5, 16), (19, 25), (2, 26), (22, 10), (12, 17), (25, 37), (12, 10), (6, 7), (31, 11), (10, 33), (19, 36), (9, 39), (8, 21), (6, 11), (12, 13), (9, 25), (36, 27), (15, 23), (12, 31), (18, 28), (6, 8), (5, 22), (2, 18)]"
25,0,25,20,"[(13, 20), (14, 26), (2, 15), (5, 35), (9, 43), (31, 20), (23, 8), (13, 17), (8, 18), (1, 40), (31, 23), (9, 2), (5, 11), (5, 50), (23, 6), (0, 41), (0, 54), (15, 40), (12, 4), (6, 24)]"
26,0,26,33,"[(0, 3), (0, 8), (0, 16), (0, 21), (9, 42), (1, 32), (0, 36), (17, 29), (31, 13), (1, 44), (12, 22), (22, 33), (8, 27), (19, 17), (18, 27), (5, 18), (0, 41), (3, 38), (6, 16), (4, 1), (1, 5), (5, 6), (24, 16), (6, 31), (3, 23), (11, 39), (20, 9), (16, 28), (10, 50), (14, 36), (7, 22), (6, 20), (15, 42)]"
27,0,27,37,"[(0, 8), (0, 13), (1, 34), (30, 6), (25, 31), (22, 20), (1, 49), (1, 6), (5, 9), (3, 58), (4, 16), (5, 36), (16, 44), (0, 55), (17, 20), (25, 35), (19, 32), (5, 58), (18, 37), (21, 31), (25, 37), (11, 3), (33, 4), (17, 11), (15, 34), (11, 31), (3, 14), (9, 3), (11, 43), (13, 46), (7, 18), (18, 13), (2, 40), (7, 21), (0, 37), (4, 47), (14, 8)]"
28,0,28,20,"[(12, 15), (21, 32), (31, 53), (0, 35), (4, 10), (0, 38), (12, 27), (7, 15), (0, 49), (15, 28), (2, 27), (10, 21), (7, 23), (3, 49), (1, 44), (16, 18), (8, 26), (6, 3), (6, 62), (14, 18)]"
29,0,29,25,"[(0, 10), (12, 29), (17, 11), (1, 28), (6, 47), (12, 49), (10, 51), (29, 17), (2, 21), (1, 18), (34, 57), (20, 14), (9, 22), (12, 35), (4, 13), (10, 17), (7, 23), (17, 50), (0, 36), (8, 15), (7, 35), (11, 55), (1, 30), (23, 54), (9, 40)]"
30,0,30,18,"[(7, 20), (10, 51), (7, 60), (20, 32), (15, 46), (3, 27), (12, 33), (5, 51), (16, 4), (35, 32), (0, 49), (5, 23), (2, 21), (15, 41), (11, 32), (17, 39), (11, 26), (4, 16)]"
31,0,31,24,"[(0, 23), (4, 64), (9, 31), (9, 14), (15, 22), (4, 21), (12, 18), (8, 23), (5, 29), (4, 41), (5, 31), (14, 44), (5, 28), (12, 42), (27, 25), (16, 17), (11, 38), (2, 34), (13, 29), (12, 49), (18, 25), (6, 37), (11, 35), (1, 91)]"
32,0,32,33,"[(0, 12), (2, 62), (23, 28), (13, 19), (19, 43), (13, 34), (23, 9), (16, 23), (4, 20), (5, 46), (14, 47), (17, 30), (26, 39), (43, 32), (16, 17), (16, 27), (7, 57), (4, 46), (2, 21), (1, 33), (1, 37), (0, 43), (14, 41), (2, 24), (3, 24), (4, 31), (7, 31), (8, 44), (8, 31), (1, 12), (9, 37), (20, 18), (2, 51)]"
33,0,33,19,"[(2, 30), (3, 35), (1, 39), (3, 22), (18, 29), (4, 32), (14, 52), (1, 28), (4, 18), (10, 30), (9, 35), (10, 51), (57, 62), (3, 66), (3, 38), (5, 14), (3, 6), (2, 44), (16, 64)]"
34,0,34,22,"[(0, 10), (3, 36), (11, 48), (8, 46), (11, 46), (10, 33), (24, 53), (12, 44), (14, 44), (13, 45), (10, 16), (21, 26), (22, 51), (23, 50), (1, 48), (10, 21), (2, 0), (9, 21), (18, 40), (1, 24), (50, 35), (2, 32)]"
35,0,35,37,"[(0, 28), (12, 36), (26, 37), (0, 44), (16, 43), (9, 34), (4, 44), (21, 54), (6, 31), (10, 13), (17, 55), (14, 30), (19, 30), (16, 40), (15, 34), (13, 41), (11, 49), (3, 16), (7, 47), (13, 64), (11, 41), (5, 3), (7, 17), (31, 24), (1, 11), (11, 21), (16, 42), (25, 27), (0, 58), (2, 44), (3, 9), (18, 47), (24, 47), (5, 21), (13, 53), (23, 43), (2, 47)]"
